Street Address,Latitude,Longitude
123 WEST 13 STREET,40.737018,-73.998139
123 WEST 3 STREET,40.730554,-74.00035
123 WEST 39 STREET,40.753489,-73.986773
123 WEST 43 STREET,40.755905,-73.984525
123 WEST 44 STREET,40.756425,-73.98382
123 WEST 45 STREET,40.757148,-73.98358
123 WEST 52 STREET,40.761503,-73.980324
123 WEST 57 STREET,40.764679,-73.97799
123 WEST KINGSBRIDGE ROAD,40.868793,-73.902547
123 WILLIAM ST,40.709074,-74.006936
1230 5 AVENUE,40.793049,-73.952009
1230 CASTLE HILL AVE,40.832749,-73.851223
123-01 ROOSEVELT AVENUE,40.754745,-73.84527
123-07 LIBERTY AVENUE,40.6875,-73.820933
1231 AMSTERDAM AVE,40.809694,-73.958941
123-11 JAMAICA AVENUE,40.700737,-73.826894
123-19 LIBERTY AVENUE,40.687593,-73.820694
1232 AVENUE U,40.598527,-73.959039
1232 EAST GUN HILL ROAD,40.872582,-73.851377
1232 FLATBUSH AVENUE,40.640156,-73.955309
1232 MADISON AVE,40.782595,-73.957555
1232 RANDALL AVENUE,40.811753,-73.888941
1232 ST. NICHOLAS AVENUE,40.843299,-73.938113
123-28 ROCKAWAY BLVD,40.675478,-73.813934
1233 FIRST AVENUE,40.764389,-73.958502
1233 FLATBUSH AVENUE,40.64021,-73.95533
1233 GRANT AVENUE,40.834273,-73.914581
1235 FULTON ST,40.680545,-73.952153
1235 PROSPECT AVENUE,40.652943,-73.976107
1236 2 AVENUE,40.764207,-73.961706
1236 238 SPOFFORD AVE,40.814043,-73.8895
1236 LEXINGTON AVENUE,40.777873,-73.956787
1237 1 AVENUE,40.764489,-73.958428
1237 150 STREET,40.789668,-73.814121
1237 AMSTERDAM AVE,40.809855,-73.958821
1237 CASTLE HILL AVE,40.832866,-73.851269
1239 1 AVENUE,40.76454,-73.958391
1239 2 AVENUE,40.764278,-73.961682
1239 AMSTERDAM AVE,40.809908,-73.958781
124 2 AVENUE,40.728282,-73.987886
124 4 AVENUE,40.732995,-73.989981
124 7 AVENUE,40.740743,-73.998104
124 8 AVENUE,40.741155,-74.001491
124 BEDFORD AVE,40.719581,-73.955857
124 CHAMBERS ST,40.715276,-74.00873
124 EAST 40 STREET,40.750261,-73.977276
124 EAST BURNSIDE AVENUE,40.852875,-73.904919
124 FEATHERBED LN,40.846125,-73.920007
124 HESTER ST,40.717064,-73.994774
124 HESTER STREET,40.717064,-73.994774
124 LEXINGTON AVENUE,40.742841,-73.982332
124 MACDOUGAL ST BSMT,40.730055,-74.000428
124 MACDOUGAL ST BSMT NORTH,40.72583,-73.998055
124 MACDOUGAL STREET,40.730055,-74.000428
124 MESEROLE AVE,40.72744,-73.951596
124 NORTH 6 STREET,40.717956,-73.959471
124 OCEAN AVENUE,40.595498,-74.063051
124 UNIVERSITY PL FL 1,40.734652,-73.992171
124 WEST 25 STREET,40.744532,-73.992729
124 WEST 43 STREET,40.755788,-73.984299
124 WEST 72 STREET,40.777759,-73.979646
12-40 A CLINTON VILLE STREET,40.796573,-73.814597
1240 AVENUE OF THE AMERICAS BSMT &1FLR,40.75935,-73.980818
1240 CASTLETON AVE,40.633999,-74.12394
1240 EDWARD L GRANT HIGHWAY,40.837642,-73.922209
1240 LEXINGTON AVE,40.777985,-73.956705
124-02 JAMAICA AVE,40.700792,-73.826446
12402 ROCKAWAY BOULEVARD,40.675409,-73.813401
1241 AMSTERDAM AVE,40.81009,-73.958646
1241 FLATBUSH AVENUE,40.640059,-73.955183
124-12 101 AVENUE,40.691175,-73.821635
124-15 ROCKAWAY BOULEVARD,40.67543,-73.813442
124-18 101 AVENUE,40.691188,-73.821592
124-18 QUEENS BLVD,40.712574,-73.827028
1241A PROSPECT AVENUE,40.652682,-73.976059
1242 NOSTRAND AVENUE,40.656797,-73.950227
1242 ST NICHOLAS AVENUE,40.843672,-73.937841
124-20 LIBERTY AVENUE,40.687868,-73.819939
1243 AVENUE U,40.598559,-73.958919
1243 SURF AVE,40.575578,-73.980993
124-32 QUEENS BLVD,40.712544,-73.826958
124-34 QUEENS BOULEVARD,40.712539,-73.826948
1244 LEXINGTON AVENUE,40.778097,-73.956623
12451 COLUMBIA PLACE,40.693564,-73.998359
1246 EAST GUN HILL ROAD,40.872433,-73.850899
1246 MADISON AVENUE,40.783145,-73.957159
1246 ST NICHOLAS AVENUE,40.843765,-73.937774
1248 CASTLE HILL AVENUE,40.833267,-73.851339
1248 FLATBUSH AVENUE,40.639855,-73.955015
1248 LEXINGTON AVE FRNT 1,40.778346,-73.956439
1248 ST LAWRENCE AVENUE,40.831182,-73.867147
1249 AVENUE U,40.598566,-73.95886
1249 ST NICHOLAS AVENUE,40.843771,-73.937798
1249 SUTTER AVE,40.672783,-73.871894
1249 UTICA AVE,40.641886,-73.929333
125 3 AVENUE,40.682317,-73.982722
125 5 AVENUE,40.678785,-73.978841
125 A NAGLE AVENUE,40.860848,-73.926744
125 ALLEN ST,40.719909,-73.990165
125 BARCLAY ST BSMT,40.714051,-74.012558
125 BEDFORD AVE,40.719565,-73.955841
125 BROAD ST,40.702758,-74.011432
125 BROAD ST FL 26,40.702758,-74.011432
125 CANAL STREET,40.71587,-73.995015
125 CHAMBERS STREET,40.715313,-74.008758
125 DREISER LOOP,40.877004,-73.8282
125 EAST 11 STREET,40.731797,-73.989721
125 EAST 15 STREET,40.734579,-73.988062
125 EAST 23 STREET,40.739714,-73.985224
125 EAST 50 STREET,40.756434,-73.972174
125 EAST 54 STREET,40.75926,-73.971127
125 EAST 7 STREET,40.726378,-73.984276
125 FULTON STREET,40.710035,-74.007351
125 HEYWARD ST,40.701716,-73.956077
125 LA SALLE ST BSMT,40.813907,-73.960001
125 LAFAYETTE STREET,40.718889,-74.000097
125 MACDOUGAL STREET,40.730526,-74.000052
125 MOTT STREET,40.718145,-73.996944
125 PARK AVE FRNT 1,40.751484,-73.977963
"125 PARK AVENUE,",40.751484,-73.977963
125 ST MARKS PLACE,40.72726,-73.984471
125 WEST 26 STREET,40.745168,-73.992266
125 WEST 43 STREET,40.755931,-73.984589
125 WEST 44 STREET,40.756443,-73.983863
125 WEST 45 STREET,40.757174,-73.983643
125 WEST 55 STREET,40.763524,-73.979288
125 WEST END AVENUE,40.775485,-73.987639
1250 BROADWAY,40.747927,-73.98823
1250 CASTLE HILL AVE,40.833448,-73.851383
1250 HYLAN BLVD,40.597706,-74.084173
1250 HYLAN BOULEVARD,40.597706,-74.084173
1250 MORRISON AVE,40.830661,-73.87486
1250 NOSTRAND AVENUE,40.656657,-73.950212
1250 SOUTHERN BOULEVARD,40.829636,-73.891861
1250 UTICA AVENUE,40.64187,-73.929349
1250 WATERS PLACE,40.846266,-73.84227
125-00 NORTHERN BLVD,40.761801,-73.843609
125-01 LIBERTY AVENUE,40.68815,-73.819265
125-02 84 ROAD,40.708071,-73.827047
125-04 LIBERTY AVENUE,40.688144,-73.819225
125-09 101 AVENUE,40.691443,-73.820776
1251 6 AVENUE,40.759618,-73.980654
1251 AVENUE OF THE AMERICAS,40.759618,-73.980654
1251 AVENUE OF THE AMERICAS # 1FL,40.759618,-73.980654
125-127 BEACH STREET,40.629154,-74.080106
125-129 ST MARKS PLACE,40.72726,-73.984471
125-135 EAST 57 STREET,40.761173,-73.969685
125-17 101 AVENUE,40.691459,-73.820719
125-17 ROCKAWAY BLVD,40.675302,-73.812044
125-18 LIBERTY AVENUE,40.688178,-73.819139
125-19 ROCKAWAY BOULEVARD,40.675295,-73.811964
1252 LEXINGTON AVENUE,40.778471,-73.956346
1252 YORK AVENUE,40.763769,-73.955986
125-21 ROCKAWAY BOULEVARD,40.675289,-73.811883
125-22 JAMAICA AVE,40.701003,-73.825407
125-22 MERRICK BOULEVARD,40.682224,-73.766973
125-22 QUEENS BLVD,40.712256,-73.82627
1254 CASTLE HILL AVE,40.833492,-73.851395
1254 FLATBUSH AVE,40.639742,-73.954904
1254 LEXINGTON AVE FL 1ST,40.778535,-73.956298
125-40 ROOSEVELT AVENUE,40.75524,-73.843531
1256 LEXINGTON AVE,40.778597,-73.956252
1257 PARK AVE,40.78724,-73.951855
1257 ST LAWRENCE AVENUE,40.831359,-73.867208
1257-63 38 STREET,40.641769,-73.986678
1258 BAY STREET,40.612761,-74.065165
1258 MYRTLE AVENUE,40.697897,-73.926942
1259 PARK AVE,40.787269,-73.951834
125A CANAL STREET,40.71587,-73.995015
126 1 AVENUE,40.727318,-73.985499
126 35 STREET,40.655903,-74.005501
126 BEVERLEY RD,40.642835,-73.978555
126 CHAMBERS ST,40.715308,-74.008798
126 CROSBY ST,40.724505,-73.996443
126 EAST 13 STREET,40.733221,-73.989181
126 EAST 28 STREET,40.742788,-73.982818
126 EAST 7 STREET,40.726226,-73.98397
126 FRONT STREET,40.702436,-73.987499
126 HULL STREET,40.679555,-73.910768
126 LEXINGTON AVENUE,40.74289,-73.982296
126 LINCOLN AVENUE,40.579169,-74.108283
126 MACDOUGAL ST,40.730114,-74.000377
126 MADISON AVE,40.745594,-73.984549
126 MYRTLE AVE 4 METROTECH,40.67156,-73.937801
126 PEARL ST,40.704926,-74.008765
126 RIVINGTON ST,40.719682,-73.987017
126 SAINT MARKS PLACE,40.727223,-73.984437
126 SIMONSON AVE FL 1ST,40.634163,-74.151872
126 ST MARKS PLACE,40.727223,-73.984437
126 STREET ROOSEVELT AVENUE,40.755433,-73.842856
126 UNION STREET,40.684177,-74.002322
126 WATER STREET,40.705436,-74.007044
126 WEST 13 STREET,40.73704,-73.998246
126 WEST 41 STREET,40.754737,-73.985942
1260 2 AVENUE,40.765069,-73.961085
1260 AMSTERDAM AVE,40.810722,-73.958211
1260 AVENUE OF THE AMERICAS,40.75998,-73.980365
1260 BROADWAY,40.748374,-73.988143
1260 LEXINGTON AVE,40.778724,-73.956157
126-05 36 AVENUE,40.758463,-73.844621
126-06A LIBERTY AVENUE,40.691666,-73.811775
126-09 LIBERTY AVENUE,40.688568,-73.818187
1261 5 AVENUE,40.795241,-73.950414
1261 LEXINGTON AVENUE,40.778716,-73.956135
1261-1263 ST NICHOLAS AVEUE,40.857349,-73.937717
126-132 SPRING STREET,40.723732,-74.000273
126-14H MERRICK BOULEVARD,40.691438,-73.779128
126-15 LIBERTY AVENUE,40.68869,-73.817867
126-16 ROCKAWAY BOULEVARD,40.675225,-73.811346
126-18 101 AVENUE,40.691702,-73.819809
126-19 MERRICK BLVD,40.68194,-73.766087
1262 AMSTERDAM AVENUE,40.81078,-73.95817
1262 CASTLE HILL AVENUE,40.833581,-73.85142
1262 MYRTLE AVENUE,40.697917,-73.926759
126-20 ROCKAWAY BOULEVARD,40.675223,-73.81132
1263 NOSTRAND AVENUE,40.656145,-73.950141
1263B EDWARD L GRANT HWY,40.838104,-73.92222
1264 MYRTLE AVENUE,40.697927,-73.926667
1264 RANDALL AVE,40.811967,-73.887445
1264 ST NICHOLAS AVENUE,40.844327,-73.93737
1265 3 AVENUE,40.770218,-73.960241
1266 BROADWAY,40.691217,-73.925098
1266 MADISON AVENUE,40.783819,-73.956672
1267 1 AVENUE,40.765387,-73.957776
1267 FOREST AVENUE,40.62635,-74.131967
1267 FULTON ST,40.680464,-73.950675
1267 JEROME AVENUE,40.837363,-73.920489
1268 AMSTERDAM AVE,40.810953,-73.958047
1268 SECOND AVENUE,40.765267,-73.960935
1269 1 AVENUE,40.765437,-73.957739
1269 RALPH AVENUE,40.645628,-73.920031
1269 SUTTER AVE,40.672896,-73.871187
126-96 WILLETS POINT BOULEVARD,40.758178,-73.841957
126A DYCKMAN STREET,40.862357,-73.925241
127 2 AVENUE,40.728418,-73.987812
127 4 AVENUE,40.733224,-73.989905
127 ATLANTIC AVENUE,40.690655,-73.995836
127 AVENUE C,40.724785,-73.978355
127 COLUMBIA STREET,40.687284,-74.001584
127 EAST 23 STREET,40.739683,-73.985151
127 EAST 28 STREET,40.742742,-73.982652
127 EAST 47 STREET,40.7545,-73.973422
127 EAST 54 STREET,40.759235,-73.971067
127 EAST 60 STREET,40.763088,-73.968265
127 EAST 7 STREET,40.726348,-73.984205
127 EAST BROADWAY,40.713895,-73.991963
127 GREENE ST,40.725234,-73.999161
127 JOHN STREET,40.707266,-74.005344
127 KINGSTON AVENUE,40.67548,-73.941596
127 LEXINGTON AVE,40.742971,-73.982208
127 LIVINGSTON STREET,40.690766,-73.988689
127 LUDLOW STREET,40.719825,-73.988492
127 MACDOUGAL STREET,40.73058,-74.000006
127 MALCOLM X BLVD,40.689111,-73.930286
127 MULBERRY ST,40.71803,-73.998022
127 STANTON STREET,40.720857,-73.986562
127 WEST 26 STREET,40.745187,-73.992312
127 WEST 28 STREET,40.746424,-73.991408
127 WEST 43 STREET,40.755958,-73.984653
127 WEST 56 STREET,40.764198,-73.978949
127 WEST 72 STREET,40.777794,-73.979675
127 WYCKOFF AVENUE,40.704186,-73.919012
1270 1 AVENUE,40.765455,-73.957698
1270 MADISON AVE,40.783919,-73.956598
1270 MORRISON AVENUE,40.831021,-73.874948
1270 ST NICHOLAS AVENUE,40.844483,-73.937257
127-01 34 AVENUE,40.760503,-73.842947
127-01 MERRICK BOULEVARD,40.681638,-73.765489
127-03 111 AVENUE,40.682539,-73.814198
127-08 MERRICK BLVD,40.681522,-73.765533
127-09 MERRICK BOULEVARD,40.681618,-73.765447
1271 2 AVENUE,40.765308,-73.960932
1271 6 AVENUE,40.760248,-73.980193
1271 AVENUE OF THE AMERICAS FL 2ND,40.760248,-73.980193
1271 BROADWAY,40.748123,-73.98821
1271 THIRD AVENUE,40.770512,-73.960028
127-10 LIBERTY AVENUE,40.688795,-73.817552
127-11 WILLETS POINT BOULEVARD,40.758711,-73.841721
1272 AMSTERDAM AVE,40.811069,-73.957965
1272 BROADWAY,40.691162,-73.924997
1272A BAY RIDGE PARKWAY,40.620712,-74.008125
1273 1 AVENUE,40.765538,-73.957665
1274 1 AVENUE,40.765547,-73.957631
1274 AMSTERDAM AVENUE,40.811126,-73.957924
1275 FULTON ST FL 1ST,40.680446,-73.950368
1275 WEBSTER AVENUE,40.833369,-73.909008
1276 FULTON AVE,40.831553,-73.903866
1276 FULTON STREET,40.680397,-73.949817
1276 LEXINGTON AVE,40.779347,-73.955704
1276 LEXINGTON AVENUE,40.779347,-73.955704
1277 FIRST AVENUE,40.765639,-73.957592
1278 3 AVENUE,40.770732,-73.9599
1278 FLATBUSH AVENUE,40.638803,-73.95398
1278 NOSTRAND AVE,40.655887,-73.950133
1278 PUGSLEY AVENUE,40.832941,-73.857569
1279 1 AVENUE,40.765689,-73.957555
1279 WALTON AVENUE,40.836852,-73.918107
128 1 AVENUE,40.727378,-73.985455
128 10 AVENUE,40.744554,-74.006445
128 2 AVENUE,40.728419,-73.987783
128 BEDFORD AVENUE,40.719375,-73.956077
128 CHARLES STREET,40.734263,-74.007337
128 EAST 4 STREET,40.725329,-73.987423
128 EAST 63 STREET,40.764907,-73.966804
128 EAST 7 STREET,40.72619,-73.983886
128 EAST 82 STREET,40.777181,-73.958135
128 ELIZABETH ST,40.719557,-73.995374
128 HOUSTON ST,not found,not found
128 LINCOLN AVENUE,40.579139,-74.108229
128 MACDOUGAL ST,40.730173,-74.000326
128 MADISON AVE,40.745654,-73.984505
128 MONTAGUE ST,40.694711,-73.994073
128 MONTAGUE STREET,40.694711,-73.994073
128 MULBERRY STREET,40.718016,-73.998005
128 SMITH ST,40.687261,-73.990117
128 WEST 26 STREET,40.74519,-73.992373
128 WEST 29 STREET,40.74705,-73.991023
128 WEST 36 STREET,40.751575,-73.988036
128 WEST 72 STREET,40.777797,-73.979737
128 WYCKOFF AVE FL 1,40.70346,-73.917895
1280 1 AVENUE,40.765684,-73.957531
1280 LEXINGTON AVENUE,40.779629,-73.955499
1281 39 STREET,40.640983,-73.986833
1281 ARTHUR KILL ROAD,40.56517,-74.184183
128-12 LIBERTY AVENUE,40.689037,-73.816929
128-13 MERRICK BOULEVARD,40.68122,-73.76462
128-136 WEST 31 STREET,40.748287,-73.99012
128-16 LIBERTY AVENUE,40.689046,-73.816906
1282 CLOVE ROAD,40.615695,-74.102978
1282 NOSTRAND AVE,40.655767,-73.950121
1282 RICHMOND RD,40.596269,-74.094993
1282 SOUTHERN BLVD,40.83039,-73.891782
1284 1 AVENUE,40.765776,-73.957464
1284 65 STREET,40.626267,-74.001995
1285 6 AVENUE,40.760711,-73.979847
1285 AVENUE OF THE AMERICAS,40.760711,-73.979847
1285 AVENUE OF THE AMERICAS FL 1ST,40.760711,-73.979847
1285 BROADWAY,40.691019,-73.924689
1285 CASTLE HILL AVE,40.833766,-73.851491
1285 CASTLETON AVE,40.633891,-74.125648
1285 FULTON ST,40.680424,-73.949983
1286 1 AVENUE,40.765959,-73.95733
1286 BROADWAY,40.749262,-73.988001
1286 FULTON ST,40.68036,-73.949149
1288 1 AVENUE,40.76603,-73.957279
1288 AMSTERDAM AVE # 1FL,40.811693,-73.957514
1288 AMSTERDAM AVENUE,40.811693,-73.957514
1288 WASHINTON AVENUE,40.832775,-73.906054
1289 MADISON AVENUE,40.784487,-73.956151
129 2 AVENUE,40.728498,-73.987752
129 ALEXANDER AVENUE,40.807235,-73.927207
129 ATLANTIC AVE BSMT FLOOR,40.694592,-73.990654
129 AVENUE C,40.724838,-73.978317
129 CHURCH AVE,40.643077,-73.978794
129 D AVENUE,40.724203,-73.975669
129 DREISER LOOP,40.87652,-73.828481
129 EAST 102 STREET,40.789984,-73.948837
129 EAST 15 STREET,40.734551,-73.987996
129 EAST 18 STREET,40.736379,-73.986739
129 EAST 23 STREET,40.739652,-73.985078
129 EAST 27 STREET,40.742179,-73.983241
129 EAST 47 STREET,40.754487,-73.973391
129 EAST 60 STREET,40.763063,-73.968204
129 ELDRIDGE STREET,40.718813,-73.99164
129 ELMWOOD AVE BSMT,40.622751,-73.96629
129 FRONT ST,40.705191,-74.006364
129 GATES AVE,40.684794,-73.962947
129 LEXINGTON AVENUE,40.74302,-73.982172
129 LIVINGSTON STREET,40.690734,-73.9886
129 MADOUGAL STREET,40.72583,-73.998055
129 MORNINGSTAR RD,40.634893,-74.14573
129 MULBERRY STREET,40.718314,-73.997846
129 ORCHARD ST,40.719743,-73.989412
129 RIVINGTON STREET,40.719622,-73.986889
129 SPRING ST,40.72392,-74.000606
129 ST MARK'S PLACE,not found,not found
129 WEST 56 STREET,40.764214,-73.978987
1290 6 AVENUE,40.76239,-73.978609
1290 AVENUE OF AMERICAS,40.764704,-73.995178
1290 AVENUE OF THE AMERICAS,40.760962,-73.979632
129-06 LIBERTY AVENUE,40.689336,-73.816152
129-08 20 AVENUE,40.781662,-73.839442
129-09 26 AVENUE,40.774219,-73.839366
1291 3 AVENUE,40.77115,-73.959575
1291 LEXINGTON AVENUE,40.78005,-73.955163
129-131 DWIGHT STREET,40.675051,-74.01018
129-16 LIBERTY AVENUE,40.689361,-73.816088
129-18 NEWPORT AVENUE,40.577757,-73.849281
1292 MADISON AVE,40.784548,-73.956133
1292 WESTCHESTER AVENUE,40.827361,-73.886658
129-20 HILLSIDE AVENUE,40.7035,-73.823116
129-20 LIBERTY AVENUE,40.689371,-73.816063
129-21 14 AVENUE,40.785686,-73.839087
129-21 MERRICK BLVD,40.680768,-73.763658
129-26 MERRICK BOULEVARD,40.680449,-73.763277
1293 FULTON STREET,40.680386,-73.949326
1293 LEXINGTON AVENUE,40.780253,-73.955015
1293 MYRTLE AVENUE,40.697937,-73.92674
129-32B MERRICK BOULEVARD,40.691438,-73.779128
1294 WESTCHESTER AVENUE,40.827384,-73.886609
1295 MADISON AVE,40.784744,-73.955961
1295 MADISON AVE BSMT &1/FL,40.78347,-73.955627
1295 THIRD AVENUE,40.771251,-73.9595
1295B PACIFIC STREET,40.67763,-73.949268
1296 GUNHILL ROAD,40.871724,-73.848709
1296 NOSTRAND AVENUE,40.655177,-73.950059
1296 WESTCHESTER AVE FL 1,40.827407,-73.88656
1298 2 AVENUE,40.76639,-73.960109
1298 CROSBY AVE,40.8382,-73.828857
1299 BOSTON ROAD,40.831284,-73.90007
1299 CONEY ISLAND AVE,40.625938,-73.96536
13 AVENUE D,40.720423,-73.978423
13 BARROW ST,40.732613,-74.002717
13 CARMINE ST FL 1ST,40.730398,-74.002287
13 DOYERS STREET,40.714145,-73.997759
13 EAST 1 STREET,40.724505,-73.991385
13 EAST 12 STREET,40.734343,-73.993777
13 EAST 17 STREET,40.737513,-73.991261
13 EAST 175 STREET,40.847584,-73.912077
13 ELDRIDGE STREET,40.714771,-73.993711
13 ESSEX STREET,40.714997,-73.990048
13 FIRST AVENUE,40.723381,-73.988414
13 GRAHAM AVE,40.701493,-73.942241
13 HANSON PL,40.685152,-73.977412
13 HILLEL PL,40.632728,-73.947911
13 MARCUS GARVEY BLVD,40.699504,-73.941335
13 MOTT STREET,40.714045,-73.998743
13 ST MARKS PLACE,40.729206,-73.989069
13 STATION SQUARE INC.,40.723089,-73.842571
13 WEST 29 STREET,40.745657,-73.987661
13 WEST 30 STREET,40.746253,-73.987151
13 WEST 46 STREET,40.756283,-73.979603
13 WEST MT EDEN AVENUE,40.844616,-73.915377
130 7 AVENUE SOUTH,40.73445,-74.002338
130 9 AVENUE,40.743572,-74.003436
130 BOWERY,40.718781,-73.994676
130 CHURCH ST,40.714024,-74.008667
130 DUANE STREET,40.716135,-74.007418
130 DYCKMAN ST,40.862457,-73.925306
130 EAST 28 STREET,40.742723,-73.982662
130 EAST 29 STREET,40.743177,-73.981838
130 EAST 39 STREET,40.749612,-73.977628
130 EAST 40 STREET,40.750063,-73.976806
130 EAST 57 STREET,40.761055,-73.969456
130 EAST 80 STREET,40.775891,-73.959021
130 FRANKLIN ST,40.729346,-73.957496
130 FRANKLIN STREET,40.719062,-74.006858
130 FULTON ST,40.710358,-74.008034
130 GREENE ST,40.725202,-73.999159
130 LINCOLN AVENUE,40.57911,-74.108175
130 MADISON AVE,40.745716,-73.98446
130 MONTAGUE ST,40.69469,-73.993998
130 ST MARKS PLACE,40.727198,-73.984375
130 TENTH AVENUE,40.744729,-74.006316
130 UTICA AVE,40.6745,-73.930587
130 WATER STREET,40.705526,-74.006912
130 WEST 125 STREET,40.808189,-73.946497
130 WEST 25 STREET,40.74459,-73.992865
130 WEST 3 STREET,40.730575,-74.000443
130 WEST 42 STREET,40.755279,-73.985188
130 WEST 44 SREET,40.759525,-73.990177
130 WEST 44 STREET,40.756583,-73.984252
130 WEST 56 STREET,40.764214,-73.979041
130 WEST 58 STREET,40.76541,-73.977699
130 WEST 72 STREET,40.777816,-73.979782
130 WEST BROADWAY,40.716675,-74.008326
130 WILSON AVENUE,40.700752,-73.92585
1300 CASTLE HILL AVE,40.834519,-73.851742
1300 CROSBY AVENUE,40.838456,-73.828988
1300 HYLAN BOULEVARD,40.596893,-74.085412
130-02 101 AVENUE,40.692441,-73.817184
13-01 40 AVENUE,40.755614,-73.941952
1301 6 AVENUE,40.761245,-73.979454
1301 AVENUE OF AMERICAS,40.761245,-73.979454
1301 AVENUE OF THE AMERICAS,40.761245,-73.979454
1301 AVENUE OF THE AMERICAS # 19TH,40.761245,-73.979454
1301 CASTLE HILL AVE,40.834509,-73.85176
13-01 JACKSON AVE,40.744128,-73.949596
1301 RIEGELMANN BOARDWALK,40.572929,-73.981867
130-11 LIBERTY AVENUE,40.689706,-73.815352
1301-17 CASTLE HILL AVENUE,40.834509,-73.85176
130-18 101 AVENUE,40.692459,-73.817123
130-18 ROCKAWAY BOULEVARD,40.674947,-73.808262
1302 8 AVENUE,40.663272,-73.98129
1302 MADISON AVENUE,40.784917,-73.955862
1302B AMSTERDAM AVENUE,40.81205,-73.957252
1303 3 AVENUE,40.771453,-73.95935
1303 53 STREET,40.632623,-73.994184
130-35 91 AVENUE,40.698466,-73.819659
1304 AVENUE M,40.617796,-73.961739
1304A 2 AVENUE,40.766579,-73.959973
1305 47 STREET,40.63597,-73.990633
1305 86 STREET,40.613895,-74.013577
13-05 BEACH CHANNEL DRIVE,40.605549,-73.75509
1305 HYLAN BOULEVARD,40.596785,-74.085501
1305 MADISON AVE,40.784938,-73.955819
1305 MORRIS AVE FL 1,40.835908,-73.912555
1305 NOSTRAND AVE,40.655011,-73.950022
1306 CASTLE HILL AVE,40.834578,-73.851769
1306 JEROME AVENUE,40.838264,-73.919101
1306 UNIONPORT RD,40.834083,-73.853463
1306-08 FLATBUSH AVE,not found,not found
1306-08 LAFAYETTE AVENUE,40.816835,-73.886721
1306-12 JEROME AVENUE,40.838264,-73.919101
1307 3 AVENUE,40.771553,-73.959274
1307 ARTHUR KILL RD,40.564476,-74.185577
1307 AVENUE Z,40.587719,-73.956557
1307 MYRTLE AVENUE,40.698039,-73.925802
1308 MADISON AVE,40.785069,-73.955752
1308 UTICA AVE FL 2,40.640725,-73.92922
1309 3 AVENUE,40.771604,-73.959237
1309 AVENUE Z,40.587721,-73.956544
1309 FULTON ST,40.68036,-73.948836
1309 LEXINGTON AVENUE,40.780701,-73.954687
1309 METROPOLITAN AVE,40.833797,-73.860982
1309 PROSPECT AVE,40.828058,-73.89815
1309 ST NICHOLAS AVENUE,40.845752,-73.936357
1309A BRONX RIVER AVE,40.831523,-73.881543
131 2 AVENUE,40.728692,-73.987609
131 ATLANTIC AVE,40.690621,-73.995711
131 AVENUE A,40.726825,-73.98299
131 AVENUE C,40.724891,-73.978278
131 BENNETT STREET,40.637806,-74.132239
131 CHRISTOPHER ST FL 1,40.733028,-74.006595
131 CHRYSTIE ST,40.719372,-73.993218
131 DUANE ST,40.716165,-74.007432
131 EAST 45 STREET,40.753235,-73.974305
131 EAST 54 STREET,40.759184,-73.970948
131 EAST 7 STREET,40.726287,-73.984063
131 EAST GUNHILL ROAD,40.881282,-73.878889
131 GRAND STREET,40.714996,-73.962494
131 MADISON AVENUE,40.745756,-73.984402
131 PARK AVENUE,40.696271,-73.97434
131 RIVINGTON STREET,40.719545,-73.986631
131 SULLIVAN STREET,40.726627,-74.00222
131 WEST 165 STREET,40.834353,-73.928306
131 WEST 23 STREET,40.743326,-73.993789
131 WEST 3 STREET,40.730601,-74.000447
131 WEST KINGSBRIDGE ROAD,40.86898,-73.902878
1310 BROADWAY,40.690544,-73.92391
1310 CASTLE HILL AVE,40.834617,-73.851787
1310 CORTELYOU RD,40.640493,-73.965999
1310 SURF AVE,40.575543,-73.981666
1310-12 LAFAYETTE AVENUE,40.816858,-73.886574
131-02 14 AVENUE,40.786096,-73.837295
131-03 LIBERTY AVENUE,40.690152,-73.814682
131-04 MERRICK BOULEVARD,40.679327,-73.760973
131-05 ROCKAWAY BOULEVARD,40.674874,-73.807283
131-06 ROCKAWAY BOULEVARD,40.674856,-73.80728
131-10 HILLSIDE AVENUE,40.703745,-73.821345
131-10/20 MERRICK BLVD,40.681492,-73.765467
131-18 LIBERTY AVENUE,40.690198,-73.814578
131-18 MERRICK BOULEVARD,40.679251,-73.760834
131-19 JAMAICA AVE,40.702124,-73.820575
1312 AVENUE J,40.624982,-73.963043
13-12 BEACH CHANNEL DR,40.605658,-73.754971
1312 MADISON AVE,40.785169,-73.955678
131-23 LIBERTY AVENUE,40.69023,-73.814572
131-23 ROCKAWAY BOULEVARD,40.67486,-73.80713
1313 BROADWAY,40.749976,-73.987907
131-31 MERRICK BOULEVARD,40.67946,-73.760954
131-34 MERRICK BOULEVARD,40.679172,-73.760669
131-35 AVERY AVE,40.752241,-73.834651
1314 CORTELYOU ROAD,40.640506,-73.965972
1314 ST NICHOLAS AVENUE,40.845906,-73.936212
1314 SUTTER AVE,40.673105,-73.869554
1315 1 AVENUE,40.766905,-73.956664
13-15 43 AVENUE,40.750972,-73.946289
1315 PLIMPTON AVENUE,40.84045,-73.924526
1315 ST NICHOLAS AVENUE,40.84591,-73.936237
1315 SURF AVE,40.575554,-73.981784
