Street Address,Latitude,Longitude
37-04 PRINCE ST,40.760712,-73.832919
37-05 31 AVENUE,40.762025,-73.918568
37-05 DITMARS BOULEVARD,40.773801,-73.907382
3706 3 AVENUE,40.835322,-73.903299
37-06 90 STREET,40.750191,-73.876816
3706 EAST TREMONT AVENUE,40.827016,-73.822608
37-07 73 STREET,40.748596,-73.892658
37-07 82 STREET,40.749639,-73.884282
37-07 83 STREET,40.749519,-73.883312
37-08 103 STREET,40.753047,-73.86434
37-08 83 STREET,40.749469,-73.883322
3709 83 STREET,40.749485,-73.883306
371 1 AVENUE,40.736014,-73.979195
371 62 STREET,40.640057,-74.020162
371 7 AVENUE,40.748797,-73.992213
371 COURT STREET,40.680726,-73.996661
371 EAST 98 STREET,40.659185,-73.916424
371 MOTHER GASTON BLVD,40.669965,-73.906945
371 NEPTUNE AVENUE,40.580538,-73.966722
371 WEST 34 STREET,40.753006,-73.995361
371 WEST 46 STREET,40.760596,-73.989808
37-10 11 STREET,40.759511,-73.940987
3710 114 STREET,40.754792,-73.85376
3710 13 AVENUE,40.641633,-73.985254
37-10 30 AVENUE,40.764562,-73.916447
3711 35 AVENUE,40.755818,-73.923551
37-11 35 AVENUE,40.755818,-73.923551
37-11 57 STREET,40.750094,-73.905341
37-11 MAIN STREET,40.761423,-73.83105
37-11/13 30 AVENUE,not found,not found
3712 EAST TREMONT AVENUE,40.826938,-73.822521
37-13 PRINCE STREET,40.760509,-73.832776
3713 RIVERDALE AVE,40.886858,-73.907086
37-14 73 STREET,40.748361,-73.892633
3714 EAST TREMONT AVENUE,40.826912,-73.822492
37-14 MAIN STREET,40.761384,-73.831053
3715 13 AVENUE,40.641599,-73.985256
3715 14 AVENUE,40.640084,-73.983236
3715 30 AVENUE,40.764567,-73.916405
37-15 FRANCIS LEWIS BOULEVARD,40.762841,-73.785565
3715 NOSTRAND AVENUE,40.593321,-73.940483
3717 RIVERDALE AVE,40.886905,-73.907093
37-18 28 AVENUE,40.766126,-73.915105
37-18 34 AVENUE,40.757326,-73.922273
37-18 73 STREET,40.748277,-73.892617
37-18 DITMARS BOULEVARD,40.773731,-73.907318
3718 EAST TREMONT AVENUE,40.826689,-73.822243
37-18 MAIN STREET,40.761361,-73.831041
37-18 NORTHERN BOULEVARD,40.752081,-73.925859
37-19 BROADWAY,40.759635,-73.920389
3719 CHURCH AVE,40.651113,-73.94259
37-19 JUNCTION BLVD,40.751077,-73.870524
372 3 AVENUE,40.741265,-73.981384
372 8 AVENUE,40.748757,-73.995948
372 EAST FORDHAM ROAD,40.861831,-73.892452
372 FOREST AVE,40.63101,-74.101908
372 GRAHAM AVE,40.715516,-73.94454
372 MARCUS GARVEY BLVD,40.684276,-73.938298
372 MYRTLE AVE,40.69318,-73.971584
37-21 72 STREET,40.748276,-73.893901
37-22 73 STREET,40.748192,-73.892601
37-23 DITMARS BLVD FL 1,40.773731,-73.90728
37-25 74 STREET,40.748253,-73.891691
3725 EAST TREMONT AVENUE,40.826375,-73.821864
3725 MAIN STREET,40.761342,-73.831007
3728 BRONXWOOD AVE,40.88051,-73.857732
37-29 32 STREET,40.75415,-73.930606
372E 148 STREET,40.81571,-73.91932
373 5 AVENUE,40.749187,-73.984002
373 AMSTERDAM AVENUE,40.782295,-73.978926
373 EAST 204 STREET,40.871576,-73.877233
373 KINGS HIGHWAY,40.604665,-73.97638
373 LENOX AVENUE,40.810145,-73.943852
373 PARK AVE S FRNT 1,40.742323,-73.984719
373 WAVERLY AVE,40.686899,-73.966594
373 WEST 46 STREET,40.760616,-73.989854
3732 EAST TREMONT AVENUE,40.826482,-73.822016
37-33 74 STREET,40.748082,-73.891657
3733 RIVERDALE AVENUE,40.88709,-73.907122
37-37 JUNCTION BOULEVARD,40.750796,-73.87036
3738 3 AVENUE,40.836162,-73.902716
3738 RIVERDALE AVENUE,40.887176,-73.907117
37-39 CLINTON STREET,40.720054,-73.984581
374 8 AVENUE,40.748806,-73.995912
374 9 STREET,40.668153,-73.984203
374 AVENUE P,40.608717,-73.973802
374 CANAL STREET,40.721097,-74.004292
374 CENTRAL AVENUE,40.694241,-73.918427
374 EAST 204 STREET,40.871532,-73.877223
374 GRAHAM AVENUE,40.715578,-73.944551
374 GREENWICH ST,40.719838,-74.010235
374 METROPLITAN AVENUE,40.714062,-73.955562
374 WEST 11 STREET,40.735375,-74.009218
374 WEST 46 STREET,40.760619,-73.989915
3740 BOSTON RD,40.880744,-73.840122
3740 WHITE PLAINS ROAD,40.882568,-73.863281
37-43 WEST 26 STREET,40.744148,-73.98982
3746 3 AVENUE,40.836274,-73.902633
3746 BOSTON RD,40.880786,-73.840008
37-47 74 STREET,40.747782,-73.891597
375 5 AVENUE,40.74925,-73.983956
375 BROOME ST,40.720284,-73.99632
375 BROOME STREET,40.720284,-73.99632
375 EAST 149 STREET,40.81633,-73.918611
375 FLATBUSH AVENUE EXT,40.690377,-73.981603
375 GREENWICH ST,40.7197,-74.010239
375 HUDSON ST,40.728906,-74.007078
375 HUDSON ST FL 16,40.728906,-74.007078
375 LEXINGTON AVE,40.750858,-73.976467
375 SOUTH END AVENUE,40.711131,-74.015981
375 THIRD AVENUE,40.741427,-73.981237
375 WEST 125 STREET,40.811083,-73.953286
37-50 74 STREET,40.747714,-73.891603
3750 BROADWAY,40.833244,-73.945335
3750 BROADWAY FL 1ST,40.833244,-73.945335
37-56 74 STREET,40.74759,-73.891578
37-57 103 STREET,40.752606,-73.864086
37-57 90 STREET,40.749359,-73.876644
3758 EAST TREMONT AVENUE,40.825926,-73.821378
37-59 82 STREET,40.749348,-73.884232
375A 5 AVENUE,40.671148,-73.98465
376 5 AVENUE,40.671269,-73.984577
376 86 STREET,40.623012,-74.029111
376 MYRTLE AVE,40.693169,-73.971315
376 NINTH STREET,40.667896,-73.983673
376 TOMPKINS AVE,40.684454,-73.944142
376 WEST BROADWAY,40.723632,-74.00272
37-61 103 STREET,40.752568,-73.864066
37-61 79 STREET,40.748217,-73.886868
3762 BOSTON ROAD,40.880947,-73.839574
3762A WHITE PLAINS RD,40.883068,-73.863007
37-63A 76 STREET,40.754765,-73.89092
37-64 90 STREET,40.749208,-73.876635
3764 BROADWAY,40.833596,-73.945078
37-65 103 STREET,40.75253,-73.864047
3766 103 STREET,40.752495,-73.864053
37-66 74 STREET,40.747191,-73.891498
3766 WHITE PLAINS ROAD,40.883112,-73.862983
37-67 74 STREET,40.747173,-73.891479
37-67 92 STREET,40.749259,-73.874737
37-67 JUNCTION BOULEVARD,40.750328,-73.870086
37-68 79 STREET,40.748066,-73.886859
3768 WHITE PLAINS ROAD,40.883135,-73.862972
37-69 103 STREET,40.752492,-73.864027
377 1 AVENUE,40.736329,-73.978963
377 BEACH 92 STREET,40.588304,-73.816783
377 EAST 98 STREET,40.659085,-73.916314
377 GREENWICH STREET,40.719777,-74.010226
377 PARK AVENUE SOUTH,40.742411,-73.984653
377 SENECA AVE,40.707107,-73.914965
377 WEST 125 STREET,40.811103,-73.953332
3770 WHITE PLAINS ROAD,40.883157,-73.86296
3770-76 BOSTON ROAD,40.881005,-73.83942
3771 BROADWAY,40.833828,-73.94517
37-72 90 STREET,40.749072,-73.87661
3772 BROADWAY,40.833792,-73.944938
3778 103 STREET,40.752381,-73.863993
37-79 103 STREET,40.752397,-73.863977
378 3 AVENUE,40.741541,-73.981179
378 6 AVENUE,40.733017,-73.99998
378 8 AVENUE,40.748906,-73.99584
378 GREENWICH STREET,40.720016,-74.010205
378 METROPOLITAN AVE,40.714062,-73.955459
378 METROPOLITAN AVENUE,40.714062,-73.955459
378 PARK AVE S FL 1ST,40.742518,-73.984757
378.5 GREENWICH STREET,40.720016,-74.010205
37-81 103 STREET,40.752378,-73.863967
3781 BROADWAY,40.834185,-73.944914
37-82 103 STREET,40.752343,-73.863973
3783A BROADWAY,40.834234,-73.944878
3785 VICTORY BLVD,40.596956,-74.182252
3785 VICTORY BOULEVARD,40.596956,-74.182252
3788 NOSTRAND AVENUE,40.591423,-73.940143
3789 BROADWAY,40.834383,-73.94477
3789 EAST TREMONT AVENUE,40.825334,-73.820697
379 3 AVENUE,40.741525,-73.981163
379 COLUMBIA ST,40.679069,-74.005536
379 PARK AVENUE SOUTH,40.742456,-73.984621
379 UNION AVENUE,40.711866,-73.951271
3790 NOSTRAND AVENUE,40.591385,-73.940137
3791 EAST TREMONT AVENUE,40.825287,-73.820664
379-381 VAN DUZER STREET,40.628841,-74.07981
3794 BROADWAY,40.834446,-73.944459
3795 BROADWAY,40.834532,-73.944662
3797 BROADWAY,40.834582,-73.944626
3799 EAST TREMONT AVENUE,40.825091,-73.820547
37B ALLEN STREET,40.716095,-73.992116
37B WEST 26 STREET,40.744148,-73.98982
38 8 AVENUE,40.738002,-74.004285
38 AVENUE B,40.722812,-73.98287
38 AVENUE O,40.610221,-73.983693
38 EAST 19 STREET,40.738279,-73.98948
38 EAST 23 STREET,40.740685,-73.987584
38 EAST 37 STREET,40.749476,-73.981136
38 EAST 45 STREET,40.754558,-73.977488
38 EAST 51 STREET,40.758215,-73.974507
38 EAST 58 STREET,40.762837,-73.971603
38 ELDRIDGE ST,40.715731,-73.993191
38 MACDOUGAL STREET,40.727329,-74.002721
38 NEW DORP PLZ S,40.573747,-74.116582
38 PARK ROW,40.711858,-74.006461
38 UNION SQ E,40.736046,-73.989382
38 WATER STREET,40.703305,-73.992341
38 WEST 39 STREET,40.752119,-73.983578
38 WEST 48 STREET,40.758056,-73.980002
38 WEST 56 STREET,40.762732,-73.975544
38 WEST KINGSBRIDGE ROAD,40.86778,-73.899009
38 WEST STREET,40.706587,-74.016649
380 3 AVENUE,40.74159,-73.981142
380 5 AVENUE,40.749398,-73.983875
380 7 AVENUE,40.749167,-73.991966
380 AVENUE P,40.608737,-73.973641
380 BEDFORD PARK BLVD,40.867738,-73.884005
380 BROOME ST,40.720348,-73.996426
380 CHELSEA ROAD,40.610337,-74.188648
380 COLUMBUS AVENUE,40.781373,-73.975917
380 FLUSHING AVENUE,40.698568,-73.959483
380 KINGSTON AVENUE,40.665652,-73.942548
380 LAFAYETTE ST FL 1,40.727536,-73.993457
380 LEXINGTON AVENUE,40.750996,-73.976392
380 MADISON AVENUE,40.755601,-73.97725
380 MARCUS GARVEY BOULEVARD,40.684043,-73.93825
3800 D RICHMOND AVENUE,40.545292,-74.165725
3800 EAST TREMONT AVENUE,40.825055,-73.820552
38-00 QUEENS BLVD,40.743961,-73.926982
38-01 29 STREET,40.754484,-73.933649
38-01 31 AVENUE,40.761658,-73.917786
38-01 31 STREET,40.753664,-73.932108
38-01 35 AVENUE,40.755478,-73.922816
38-01 ASTORIA BLVD # 1,40.769002,-73.911811
3801 BROADWAY,40.834806,-73.94446
38-01 BROADWAY,40.759318,-73.919705
38-01 VERNON BOULEVARD,40.75913,-73.944338
38-02 BROADWAY,40.759296,-73.919708
38-02 PRINCE ST FL 1,40.760075,-73.832565
38-03 24 STREET,40.756072,-73.936709
38-03 DYRE AVE,40.8847,-73.831319
38-04 48 STREET,40.749991,-73.915444
3804 BOSTON RD,40.88134,-73.838523
38-04 JUNCTION BLVD FL 1ST,40.749523,-73.869629
38-04 PRINCE ST,40.760085,-73.832581
38-05 BELL BOULEVARD,40.766397,-73.772443
3805 MAIN STREET,40.760761,-73.830703
3806 FORT HAMILTON PARKWAY,40.643566,-73.989923
38-06 PRINCE STREET,40.760077,-73.832576
38-07 BROADWAY,40.7593,-73.919666
3808 13 AVENUE,40.641087,-73.985817
38-09 36 AVENUE,40.753898,-73.924015
3809 EAST TREMONT AVENUE,40.824806,-73.820406
3809 WHITE PLAINS ROAD,40.883882,-73.862701
381 3 AVENUE,40.741574,-73.981126
381 5 AVENUE,40.670902,-73.984856
381 7 AVENUE,40.665333,-73.982862
381 BEDFORD PARK BLVD,40.867754,-73.883989
381 CANAL ST,40.721423,-74.00471
381 EAST 138 STREET,40.809419,-73.923581
381 PARK AVENUE SOUTH,40.7425,-73.984588
381 VAN DUZER ST,40.628792,-74.079857
38-10 104 STREET,40.751342,-73.862466
38-10 138 STREET,40.769858,-73.830401
38-10 BROADWAY FL 1,40.759277,-73.91964
3810 NOSTRAND AVENUE,40.591008,-73.940071
38-10 PRINCE ST,40.760062,-73.832568
38-11 BELL BOULEVARD,40.766339,-73.772413
38-11 DITMARS BOULEVARD,40.773286,-73.906634
3811 EAST TREMONT AVENUE,40.824783,-73.820395
38-12 20 AVENUE,40.776856,-73.902248
38-12 BROADWAY,40.759267,-73.919644
38-12 PRINCE STREET,40.760054,-73.832564
3812 WHITE PLAINS ROAD,40.883902,-73.862556
"38-12, 38- 65 STREET",40.752117,-73.898372
3813 BOSTON RD,40.881487,-73.83819
38-13 UNION STREET,40.761544,-73.827068
38-14 BROADWAY,40.759261,-73.919631
3815 WHITE PLAINS ROAD,40.884024,-73.862623
38-16 138 STREET,40.769714,-73.830342
3816 DYRE AVENUE,40.888128,-73.831281
3816-3618 PRINCE STREET,40.760039,-73.832556
3818 DYRE AVE,40.88815,-73.831281
38-19 69 STREET,40.746932,-73.896436
38-19 99 STREET,40.750264,-73.867008
382 8 AVENUE,40.749129,-73.995678
38-20 BOWNE STREET,40.761816,-73.8248
38-21 69 STREET,40.746928,-73.896435
3821 FT HAMILTON PARKWAY,40.643499,-73.989983
38-22 108 STREET,40.752083,-73.859489
3822 BROADWAY,40.835407,-73.943766
3823 RICHMOND AVE,40.544966,-74.165589
382-384 FOREST AVENUE,40.63098,-74.102138
3824 DYRE AVE,40.888217,-73.831281
3824 NOSTRAND AVENUE,40.590505,-73.939978
3825 BROADWAY,40.835531,-73.943909
3825 CORLEAR AVENUE,40.885803,-73.901584
38-25 GREENPOINT AVENUE,40.738437,-73.92768
3825 WHITE PLAINS RD,40.884398,-73.862416
3828B DYRE AVENUE,40.888261,-73.831281
383 3 AVENUE,40.741623,-73.981089
383 5 AVENUE,40.670862,-73.984889
383 7 AVENUE,40.665288,-73.982897
383 BEDFORD PARK BLVD,40.867711,-73.883952
383 COURT ST,40.680403,-73.996813
383 LENOX AVENUE,40.810526,-73.943577
383 MADISON AVENUE,40.755657,-73.977181
3830 EAST TREMONT AVENUE,40.824519,-73.820298
38-31 BELL BOULEVARD,40.766143,-73.772312
38-34 31 STREET,40.753384,-73.932369
3835 RICHMOND AVE,40.544779,-74.165523
3838 RICHMOND AVE,40.544352,-74.165368
3839 EAST TREMONT AVENUE,40.824452,-73.820244
384 3 AVENUE,40.741687,-73.981069
384 5 AVENUE,40.671081,-73.984737
384 7 AVENUE,40.665304,-73.982913
384 COLUMBUS AVE,40.781482,-73.975837
384 COURT ST,40.681205,-73.996454
384 EAST 188 STREET,40.860026,-73.893537
384 GRAND STREET,40.716362,-73.988043
38-40 BAY STREET,40.640841,-74.075784
38-40 CARMINE STREET,40.730093,-74.003168
38-40 HENRY STREET,40.699783,-73.991897
3841 EAST TREMONT AVENUE,40.824429,-73.820233
3843 EAST TREMONT AVENUE,40.824185,-73.820116
3845 NOSTRAND AVE,40.590053,-73.939874
3845 RICHMOND AVENUE,40.544215,-74.165186
3846 BROADWAY FL 1,40.836147,-73.94322
3847 NOSTRAND AVE,40.59001,-73.939866
385 1 AVENUE,40.736597,-73.978767
385 6 AVENUE,40.733059,-73.999977
385 BROOME STREET,40.720444,-73.996726
385 EAST FORDHAM ROAD,40.861774,-73.891485
385 FLATBUSH AVENUE,40.676132,-73.971687
385 GREENWICH ST,40.720213,-74.010154
3850 NOSTRAND AVE,40.589952,-73.939874
3850 RICHMOND AVE,40.544101,-74.16509
3852 BRONXWOOD AVE,40.883287,-73.856187
3853 BROADWAY,40.836355,-73.943308
3854 RICHMOND AVENUE,40.544033,-74.165015
3855 10 AVENUE,40.863993,-73.919247
3855 BRONXWOOD AVE,40.883286,-73.856213
3856 10 AVENUE,40.863913,-73.919332
3857 BROADWAY,40.836457,-73.943236
3858 FLATLANDS AVE,40.619977,-73.937292
386 3 AVENUE,40.741736,-73.981032
386 5 AVENUE,40.670911,-73.984878
386 FLATBUSH AVENUE EXT,40.690073,-73.981621
386 KINGSTON AVENUE,40.665458,-73.94257
386 LEONARD ST,40.718108,-73.94835
386 STOCKHOLM STREET,40.70511,-73.917201
3861 BROADWAY,40.836688,-73.943072
3861 NOSTRAND AVENUE,40.589712,-73.93981
3864 10 AVENUE,40.86422,-73.919112
3864 BROADWAY,40.836691,-73.942813
3867 10 AVENUE,40.864315,-73.919017
3867 SHORE PARKWAY,40.586417,-73.932692
3868 10 AVENUE,40.864373,-73.919002
3869 10 AVENUE,40.864368,-73.918978
3869 WHITE PLAINS ROAD,40.885276,-73.861918
387 COURT ST,40.680131,-73.996945
387 EAST FORDHAM ROAD,40.861765,-73.891457
387 FLATBUSH AVE,40.676089,-73.971656
387 JAY STREET,40.692106,-73.987287
387 MYRTLE AVE BSMT &1FL,40.69437,-73.965874
387 UTICA AVENUE,40.664967,-73.931483
38-70 10 STREET,40.75747,-73.943705
3876 BROADWAY,40.836993,-73.942592
388 3 AVENUE,40.741785,-73.980995
388 5 AVENUE,40.670858,-73.984921
388 6 AVENUE,40.733253,-73.999804
388 GREENWICH STREET,40.720653,-74.010097
388 UNION AVENUE,40.712009,-73.951277
388 VAN DUZER ST,40.62864,-74.080036
3880 BROADWAY,40.837219,-73.942428
3881 BROADWAY,40.837348,-73.942591
3885 EAST TREMONT AVENUE,40.823304,-73.819681
389 5 AVENUE,40.749807,-73.983551
389 AMSTERDAM AVE FL 1ST,40.78282,-73.97855
389 BROOME STREET,40.720555,-73.997
389 EAST 167 STREET,40.830888,-73.910911
3890 SEDGWICK AVE,40.883003,-73.894179
3891 BROADWAY,40.837573,-73.942424
3891 SEDGWICK AVENUE,40.883025,-73.894151
3892 BROADWAY,40.837516,-73.942212
3893 BROADWAY,40.837618,-73.94239
38A ALLEN STREET,40.71602,-73.991874
39 3 AVENUE,40.730447,-73.989234
39 5 AVENUE,40.681751,-73.976828
39 BEDFORD PARK BOULEVARD,40.872742,-73.888518
39 BROADWAY STE 39,40.706238,-74.012963
39 DOWNING ST,40.729268,-74.003918
39 EAST 13 STREET,40.734407,-73.991943
39 EAST 19 STREET,40.738269,-73.989402
39 EAST 31 STREET,40.74569,-73.983906
39 EAST 60 STREET,40.764074,-73.97058
39 ELDRIDGE STREET,40.715697,-73.993233
39 GREENWICH AVE,40.735392,-74.000428
39 GROVE STREET,40.732775,-74.004481
39 MADISON ST,40.711901,-73.998556
39 NAHANT STREET,40.558918,-74.146981
39 UNION SQ W,40.736643,-73.990656
39 WEST 19 STREET,40.739654,-73.992694
39 WEST 46 STREET,40.75657,-73.980283
390 5 AVENUE,40.74965,-73.983691
390 7 AVENUE,40.665171,-73.98302
390 EAST 204 STREET,40.871308,-73.877012
390 FIFTH AVENUE,40.670805,-73.984965
390 HYLAN BOULEVARD,40.609915,-74.074284
390 METROPOLITAN AVENUE,40.714062,-73.955116
390 NEPTUNE AVENUE,40.58046,-73.967008
390 PARK AVE,40.759469,-73.972464
390 PORT RICHMOND AVE,40.632415,-74.137521
3900 RICHMOND AVENUE,40.54303,-74.163971
39-01 104 STREET,40.750885,-73.862209
3901 2 AVENUE,40.654741,-74.01101
3901 4 AVENUE,40.652065,-74.006635
39-01 MAIN STREET,40.760122,-73.83039
3901-A FIELDSTON ROAD,40.890743,-73.905867
3901-B FIELDSTON ROAD,40.890743,-73.905867
39-02 BELL BOULEVARD,40.765198,-73.771845
3902 RICHMOND AVENUE,40.542991,-74.163935
39-02 UNION STREET,40.761004,-73.826838
39-03 103 STREET,40.750579,-73.86304
39-03 104 STREET,40.75085,-73.862192
39-04 103 STREET,40.75055,-73.86305
3904 15 AVENUE,40.63789,-73.981978
39-04 UNION ST FL 1,40.76099,-73.82682
3904B WHITE PLAINS RD,40.88585,-73.861472
39-05 29 STREET,40.753338,-73.934622
3905 5 AVENUE,40.650762,-74.004406
39-06 63 STREET,40.746471,-73.900817
3906 WHITE PLAINS RD,40.885893,-73.861448
39-07 104 STREET,40.750781,-73.862157
3907 DYRE AVENUE,40.88952,-73.831262
39-07 PRINCE STREET,40.759573,-73.832272
3907 SHORE PARKWAY,40.585913,-73.930809
3908 BROADWAY,40.838037,-73.941825
39-08A 64 STREET,40.752042,-73.898979
39-09 104 STREET,40.750746,-73.86214
39-09 47 AVENUE,40.741989,-73.926198
390B TIFFANY ST,40.807695,-73.889507
391 2 AVENUE,40.73759,-73.981132
391 8 AVENUE,40.749343,-73.99555
391 JAY STREET,40.692085,-73.987288
391 VAN BRUNT ST,40.676014,-74.014437
39-10 103 STRRET,40.752161,-73.853405
3910 4 AVENUE,40.652179,-74.006755
3910 FT HAMILTON PARKWAY,40.643084,-73.990634
3911 QUEENS BOULEVARD,40.744148,-73.925631
39-12 103 STREET,40.750499,-73.863023
39-12 47 AVENUE,40.74196,-73.926104
3912 DYRE AVE,40.889447,-73.831252
39-12 UNION ST,40.760954,-73.826813
3913 13 AVENUE,40.640516,-73.986397
3913 5 AVENUE,40.650761,-74.004408
3913 BELL BOULEVARD,40.765128,-73.771783
39-14 104 STREET,40.750563,-73.86207
3914 13 AVENUE,40.640523,-73.986422
3914 FORT HAMILTON PKWY FL 1,40.643068,-73.990658
39-14 QUEENS BOULEVARD,40.7438,-73.925615
3915 18 AVENUE,40.632743,-73.972914
39-15 192 STREET,40.761708,-73.789937
3915 9 AVENUE,40.645824,-73.995199
3915 BROADWAY,40.838279,-73.941912
39-15 QUEENS BLVD FL 1ST,40.744144,-73.925522
3916 18 AVENUE,40.632911,-73.972611
3916 9 AVENUE,40.645831,-73.995224
3917 103 STREET,40.750489,-73.862994
3917 BELL BOULEVARD,40.765093,-73.771764
3918 14 AVENUE,40.639164,-73.984238
3919 4 AVENUE,40.652063,-74.006638
39-19 GREENPOINT AVENUE,40.738834,-73.926734
392 5 AVENUE,40.670751,-73.985008
392 BROADWAY,40.70716,-73.954374
392 EAST 149 STREET,40.816192,-73.918147
392 WOODWARD AVENUE,40.708919,-73.912544
3920 104 STREET,40.750525,-73.86205
39-20 112 STREET,40.752552,-73.854872
39-20 47 AVENUE,40.741935,-73.925885
3920 9 AVENUE,40.645813,-73.995242
3920 BROADWAY,40.838476,-73.941495
39-20 MAIN STREET,40.760009,-73.830359
39-21 BELL BOULEVARD,40.765059,-73.771746
39-22 61 STREET,40.746617,-73.902935
3922 WHITE PLAINS RD FL 1,40.886237,-73.861256
3923 AMBOY ROAD,40.551545,-74.149208
39-23 BELL BOULEVARD,40.765041,-73.771736
39-23 QUEENS BLVD,40.744085,-73.925048
39-24 108 STREET,40.751286,-73.859047
39-24 BELL BOULEVARD,40.765008,-73.771743
3924 BROADWAY,40.838594,-73.941409
3925 BAYCHESTER AVE,40.888821,-73.842102
39-26 61 STREET,40.746535,-73.902972
39-26 BELL BOULEVARD,40.764991,-73.771734
39-28 61 STREET,40.746493,-73.90299
39-28 BELL BOULEVARD,40.764973,-73.771724
3929 WHITE PLAINS ROAD,40.886612,-73.861196
393 2 AVENUE,40.737643,-73.981093
393 3 AVENUE,40.741867,-73.980905
393 AMSTERDAM AVE,40.782912,-73.978484
393 CANAL STREET,40.721542,-74.004881
393 CLASSON AVE,40.687583,-73.959736
393 HENRY ST,40.688053,-73.997518
393 LENOX AVENUE,40.810755,-73.94341
393 LEWIS AVE,40.681928,-73.934831
393 WEST STREET,40.732849,-74.010179
39-31 BELL BOULEVARD,40.764972,-73.771699
39-32 62 STREET,40.74635,-73.90186
3932 AMBOY ROAD,40.5515,-74.149248
3932 BELL BOULEVARD,40.764939,-73.771706
39-33 BELL BOULEVARD,40.764955,-73.77169
39-34 BELL BOULEVARD,40.764922,-73.771697
39-35 47 AVENUE,40.741898,-73.925416
3935 AMBOY ROAD,40.55138,-74.149467
3936 10 AVENUE,40.866644,-73.917331
39-38 62 STREET,40.746269,-73.901896
39-38 BELL BOULEVARD,40.764887,-73.771678
3938 BROADWAY,40.839008,-73.941107
3938 EAST TREMONT AVENUE,40.821289,-73.818575
39-39 47 AVENUE,40.741894,-73.925374
3939 BROADWAY,40.838923,-73.941443
394 3 AVENUE,40.742054,-73.980796
394 BROADWAY,40.707139,-73.954316
394 CITY ISLAND AVE,40.849547,-73.787333
394 COURT ST FL 1ST,40.680777,-73.99666
394 LENOX ROAD,40.654363,-73.946317
394 METROPOLITAN AVE,40.714062,-73.955064
394 WEST 145 STREET,40.824312,-73.945433
39-40 BELL BOULEVARD,40.76487,-73.771669
39-41 EAST BROADWAY,40.713548,-73.996152
39-41 QUEENS BOULEVARD,40.744063,-73.924877
39-42 21 STREET,40.755949,-73.940592
39-44 21 STREET,40.755928,-73.940611
39-44 QUEENS BLVD,40.743717,-73.924928
3945 AMBOY ROAD,40.551103,-74.149802
39-46 SKILLMAN AVENUE,40.747281,-73.924228
39-49 43 AVENUE,40.745623,-73.924507
39-49 48 AVENUE,40.74003,-73.925627
395 CLASSON AVENUE,40.687516,-73.959723
395 FLATBUSH AVENUE EXT,40.689829,-73.981335
395 FLATBUSH AVENUE EXTENSION,40.689829,-73.981335
395 HUDSON STREET,40.729271,-74.007023
395 KINGSTON AVENUE,40.665432,-73.942555
395 REMSEN AVE,40.65603,-73.923536
3950 10 AVENUE,40.867113,-73.917001
39-50 61 STREET,40.74591,-73.903257
3952 BROADWAY,40.839491,-73.940754
3955 BRONXWOOD AVE,40.885502,-73.854991
3955 VICTORY BLVD,40.594088,-74.186629
39-56 61 STREET,40.745806,-73.903307
3956 BROADWAY,40.839585,-73.940684
3959 BROADWAY,40.83954,-73.940988
396 5 AVENUE,40.670645,-73.985096
396 6 AVENUE,40.669323,-73.982884
396 THIRD AVENUE,40.7421,-73.980763
396 WEST STREET,40.733229,-74.010141
39-61 61 STREET,40.745452,-73.90345
3962 RICHMOND AVENUE,40.541739,-74.162759
3963 61 STREET,40.745427,-73.903461
3966 WHITE PLAINS RD,40.887539,-73.860514
3969 LACONIA AVENUE,40.884132,-73.849371
397 8 AVENUE,40.749492,-73.995442
397 BEDFORD PARK BOULEVARD,40.867415,-73.883692
397 GREENWICH ST FL 1,40.720651,-74.010078
397 SOUTH END AVENUE,40.711393,-74.015879
3972 HYLAN BOULEVARD,40.542758,-74.145476
3973 BRONXWOOD AVE,40.885895,-73.854769
3975 LACONIA AVENUE,40.884392,-73.849202
39-76 61 STREET,40.745354,-73.903518
3978 WHITE PLAINS RD,40.887952,-73.860287
3979 AMBOY ROAD,40.550685,-74.150276
398 AUDUBON AVE,40.851034,-73.930669
398 EAST 52 STREET,40.755027,-73.965023
398 WEST 145 STREET,40.824337,-73.945492
398 WEST B'WAY,not found,not found
39-82 61 STREET,40.745258,-73.903562
3985A LACONIA AVE,40.884584,-73.84907
3986 WHITE PLAINS RD,40.888127,-73.860196
3988 WHITE PLAINS ROAD,40.888171,-73.860173
398A WEST 145 STREET,40.824337,-73.945492
399 5 AVENUE,40.670542,-73.98515
399 GRAND ST,40.716097,-73.987222
399 GREENWICH STREET,40.720856,-74.01004
399 LAFAYETTE STREET,40.728251,-73.992805
399 MOTHER GASTON BLVD,40.669377,-73.906782
399 PARK AVE FL 19TH,40.759537,-73.972088
399 PARK AVENUE,40.759537,-73.972088
399 WEST BROADWAY,40.724255,-74.002164
3995 AMBOY ROAD,40.550476,-74.150474
3997 HYLAN BOULEVARD,40.542192,-74.146171
4 ALLEN ST,40.714523,-73.992574
4 BEDFORD PARK BLVD E,40.873278,-73.889228
4 CHARLES ST,40.735269,-74.000584
4 CHASE METROTECH CTR,40.645411,-73.958641
4 CLINTON STREET,40.721201,-73.983973
4 COLEMAN SQUARE,40.660422,-73.830578
4 COLUMBUS CIR FL 1ST,40.767699,-73.982205
4 EAST 28 STREET,40.744532,-73.986972
4 EAST 3 STREET,40.72625,-73.991484
4 EAST 36 STREET,40.749572,-73.983275
